words@joa1982f	@joa1982f	92.472	92.748	продюсер
words@joa1982f	@joa1982f	92.748	93.024	/
words@joa1982f	@joa1982f	93.024	93.3	вот
words@joa1982f	@joa1982f	93.3	93.576	такие-то
words@joa1982f	@joa1982f	93.576	93.852	актрисы
words@joa1982f	@joa1982f	93.852	94.128	/
words@joa1982f	@joa1982f	94.128	94.404	и
words@joa1982f	@joa1982f	94.404	94.68	чем
words@joa1982f	@joa1982f	94.68	94.956	дальше
words@joa1982f	@joa1982f	94.956	95.232	как-то
words@joa1982f	@joa1982f	95.232	95.508	от
words@joa1982f	@joa1982f	95.508	95.784	Москвы
words@joa1982f	@joa1982f	95.784	96.06	/
words@joa1982f	@joa1982f	96.06	96.336	тем
words@joa1982f	@joa1982f	96.336	96.612	больше
words@joa1982f	@joa1982f	96.612	96.888	надо
words@joa1982f	@joa1982f	96.888	97.164	было
words@joa1982f	@joa1982f	97.164	97.44	объяснять
words@joa1982f	@joa1982f	97.44	97.716	/
words@joa1982f	@joa1982f	97.716	97.992	у
words@joa1982f	@joa1982f	97.992	98.268	меня
words@joa1982f	@joa1982f	98.268	98.544	были
words@joa1982f	@joa1982f	98.544	98.82	/
words@joa1982f	@joa1982f	98.82	99.096	ну
words@joa1982f	@joa1982f	99.096	99.372	это
words@joa1982f	@joa1982f	99.372	99.648	даже
words@joa1982f	@joa1982f	99.648	99.924	приятные
words@joa1982f	@joa1982f	99.924	100.2	такие
words@joa1982f	@joa1982f	100.2	100.476	моменты
words@joa1982f	@joa1982f	100.476	100.752	когда
words@joa1982f	@joa1982f	100.752	101.028	там
words@joa1982f	@joa1982f	101.028	101.304	люди
words@joa1982f	@joa1982f	101.304	101.58	после
words@joa1982f	@joa1982f	101.58	101.856	концерта
words@joa1982f	@joa1982f	101.856	102.132	что-то
words@joa1982f	@joa1982f	102.132	102.408	выкладывали
words@joa1982f	@joa1982f	102.408	102.684	там
words@joa1982f	@joa1982f	102.684	102.96	девочки
words@joa1982f	@joa1982f	102.96	103.236	пишут
words@joa1982f	@joa1982f	103.236	103.512	пришлось
words@joa1982f	@joa1982f	103.512	103.788	несколько
words@joa1982f	@joa1982f	103.788	104.064	раз
words@joa1982f	@joa1982f	104.064	104.34	погуглить
words@joa1982f	@joa1982f	104.34	104.616	вообще
words@joa1982f	@joa1982f	104.616	104.892	что
words@joa1982f	@joa1982f	104.892	105.168	происходит
words@joa1982f	@joa1982f	105.168	105.444	/
words@joa1982f	@joa1982f	105.444	105.72	ну
words@joa1982f	@joa1982f	105.72	105.996	/
words@joa1982f	@joa1982f	105.996	106.272	ты
words@joa1982f	@joa1982f	106.272	106.548	такая
words@joa1982f	@joa1982f	106.548	106.824	думаешь
words@joa1982f	@joa1982f	106.824	107.1	ну
words@joa1982f	@joa1982f	107.1	107.376	класс
words@joa1982f	@joa1982f	107.376	107.652	/
words@joa1982f	@joa1982f	107.652	107.928	если
words@joa1982f	@joa1982f	107.928	108.204	хотя
words@joa1982f	@joa1982f	108.204	108.48	бы
words@joa1982f	@joa1982f	108.48	108.756	там
words@joa1982f	@joa1982f	108.756	109.032	три
words@joa1982f	@joa1982f	109.032	109.308	человека
words@joa1982f	@joa1982f	109.308	109.584	что-то
words@joa1982f	@joa1982f	109.584	109.86	поняли
words@joa1982f	@joa1982f	109.86	110.136	/
words@joa1982f	@joa1982f	110.136	110.412	я
words@joa1982f	@joa1982f	110.412	110.688	для
words@joa1982f	@joa1982f	110.688	110.964	себя
words@joa1982f	@joa1982f	110.964	111.24	сформулировала
words@joa1982f	@joa1982f	111.24	111.516	там
words@joa1982f	@joa1982f	111.516	111.792	два
words@joa1982f	@joa1982f	111.792	112.068	человека
words@joa1982f	@joa1982f	112.068	112.344	что-то
words@joa1982f	@joa1982f	112.344	112.62	/
words@joa1982f	@joa1982f	112.62	112.896	поймут
words@joa1982f	@joa1982f	112.896	113.172	/
words@joa1982f	@joa1982f	113.172	113.448	то
words@joa1982f	@joa1982f	113.448	113.724	это
words@joa1982f	@joa1982f	113.724	114.0	уже
words@joa1982f	@joa1982f	114.0	114.276	/
words@joa1982f	@joa1982f	114.276	114.552	хорошо
words@joa1982f	@joa1982f	114.552	114.828	/
words@joa1982f	@joa1982f	114.828	115.104	это
words@joa1982f	@joa1982f	115.104	115.38	уже
words@joa1982f	@joa1982f	115.38	115.656	не
words@joa1982f	@joa1982f	115.656	115.932	просто
words@joa1982f	@joa1982f	115.932	116.315	так
words@joa1982f	@joa1982f	118.59	118.911	мне
words@joa1982f	@joa1982f	118.911	119.232	кажется
words@joa1982f	@joa1982f	119.232	119.553	/
words@joa1982f	@joa1982f	119.553	119.874	/
words@joa1982f	@joa1982f	119.874	120.195	харассмент
words@joa1982f	@joa1982f	120.195	120.516	/
words@joa1982f	@joa1982f	120.516	120.837	/
words@joa1982f	@joa1982f	120.837	121.158	как
words@joa1982f	@joa1982f	121.158	121.479	и
words@joa1982f	@joa1982f	121.479	121.8	вторая
words@joa1982f	@joa1982f	121.8	122.121	тема
words@joa1982f	@joa1982f	122.121	122.442	моего
words@joa1982f	@joa1982f	122.442	122.763	концерта
words@joa1982f	@joa1982f	122.763	123.084	депрессия
words@joa1982f	@joa1982f	123.084	123.405	у
words@joa1982f	@joa1982f	123.405	123.726	нас
words@joa1982f	@joa1982f	123.726	124.047	в
words@joa1982f	@joa1982f	124.047	124.368	стране
